name,district,price,bedroom,wc,acreage,link,date
"Nhà mới HXT Ông Ích Khiêm Q11, 5 tầng, TẶNG FULL NỘI THẤT, giá 11,2tỷ","Quận 11, TPHCM",11 tỷ 200 triệu,8 PN,8 WC,160 m2,https://mogi.vn/quan-11/mua-nha-hem-ngo/nha-moi-hxt-ong-ich-khiem-q11-5-tang-tang-full-noi-that-gia-11-2ty-id22534907,2024-04-26
"SIÊU HIẾM DIỆN TÍCH KHỦNG 445m2, Tân Phú, giá 38,6 tỷ TL","Quận Tân Phú, TPHCM",3860 tỷ,8 PN,9 WC,100 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/sieu-hiem-dien-tich-khung-445m2-tan-phu-gia-38-6-ty-tl-id22546032,2024-04-26
Nhà 4 tầng . Có hầm xe riêng . Ngay bệnh Viện Q12 . Bán cực Gấp.,"Quận 12, TPHCM",4 tỷ 300 triệu,4 PN,5 WC,52 m2,https://mogi.vn/quan-12/mua-nha-mat-tien-pho/nha-4-tang-co-ham-xe-rieng-ngay-benh-vien-q12-ban-cuc-gap-id22542894,2024-04-26
"Bán nhà Hẻm Ba Gác Thông Lê Quang Định P.7 Q.BT 33m2, 5PN, chỉ 4tỷ9","Quận Bình Thạnh, TPHCM",4 tỷ 900 triệu,0 PN,0 WC,445 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-hem-ba-gac-thong-le-quang-dinh-p-7-q-bt-33m2-5pn-chi-4ty9-id22524911,2024-04-26
"Bán Nhà Mới Đẹp,Hẻm Ba Gác sát HXH, Lê Quang Định P.5 BT 63M2, 6 tỷ95","Quận Bình Thạnh, TPHCM",6 tỷ 950 triệu,3 PN,4 WC,60 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-moi-dep-hem-ba-gac-sat-hxh-le-quang-dinh-p-5-bt-63m2-6-ty95-id22521691,2024-04-26
"Bán toà nhà VP Gold Star Lý Thường Kiệt. hầm 9 lầu Q.10, (2850m)","Quận 10, TPHCM",75 tỷ,5 PN,6 WC,33 m2,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ban-toa-nha-vp-gold-star-ly-thuong-kiet-ham-9-lau-q-10-2850m-id22492767,2024-04-26
"Bán Nhà Mới Đẹp , HXH đỗ cửa Thống Nhất P.11 Gò Vấp 45m2, 3PN, 6 tỷ5","Quận Gò Vấp, TPHCM",6 tỷ 500 triệu,4 PN,4 WC,63 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ban-nha-moi-dep-hxh-do-cua-thong-nhat-p-11-go-vap-45m2-3pn-6-ty5-id22539926,2024-04-26
"Em Nhi chuyên Quận 2, bán Nhà Phố DT 160m2 giá 28 tỷ có thang máy&hầm","Quận 2 (TP. Thủ Đức), TPHCM",28 tỷ,20 PN,20 WC,300 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/em-nhi-chuyen-quan-2-ban-nha-pho-dt-160m2-gia-28-ty-co-thang-may-ham-id22449037,2024-04-26
"HXH gần Lũy Bán Bích-Tân Phú, KV an ninh, 46m2, CHỈ HƠN 4 TỶ","Quận Tân Phú, TPHCM",4 tỷ 400 triệu,3 PN,5 WC,45 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/hxh-gan-luy-ban-bich-tan-phu-kv-an-ninh-46m2-chi-hon-4-ty-id22546057,2024-04-26
"Bán nhà mặt tiền kinh doanh đường số, Lò Lu, Q9, 168m2, 6 phòng trọ.","Quận 9 (TP. Thủ Đức), TPHCM",13 tỷ,8 PN,8 WC,160 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-mat-tien-kinh-doanh-duong-so-lo-lu-q9-168m2-6-phong-tro-id22495792,2024-04-26
